event_id,ocel:timestamp,ocel:activity,weight,price,ocel:type:items,ocel:type:products,ocel:type:customers,ocel:type:orders,ocel:type:packages
11523,2019-11-20 11:51:07,pick item,0.38,29.99,['884310'],['Echo Dot'],['Luis Santos'],['991068'],
11524,2019-11-20 11:54:05,pick item,0.172,699.0,['884302'],['iPhone X'],['Tobias Brockhoff'],['991065'],
11525,2019-11-20 11:56:25,pick item,0.28,449.0,['884271'],['iPad mini'],['Lisa Mannel'],['991058'],
11526,2019-11-20 12:19:13,place order,3.169,4706.99,"['884319', '884321', '884322', '884318', '884320', '884317']","['iPhone 11', 'Kindle Paperwhite', 'iPad', 'iPhone X', 'MacBook Pro', 'Kindle']",['Lisa Mannel'],['991069'],
11527,2019-11-20 12:34:27,payment reminder,3.2430000000000003,1612.97,"['883825', '883827', '883824', '883826', '883828']","['Echo Show 5', 'iPhone 11 Pro', 'Echo Studio', 'Kindle Paperwhite', 'Fire Stick']",['Mahsa Bafrani'],['990953'],
11528,2019-11-20 12:44:20,pick item,0.78,99.99,['884298'],['Echo'],['Tobias Brockhoff'],['991065'],
11529,2019-11-20 12:44:20,create package,3.55,4196.98,"['884187', '884154', '884267', '884188', '884264', '884268']","['iPhone 8', 'iPad mini', 'Echo Plus', 'Fire Stick', 'MacBook Pro']",['Mahnaz Qafari'],"['991030', '991038', '991057']",['660677']
11530,2019-11-20 12:46:34,pick item,0.98,129.99,['883853'],['Echo Show 8'],['Majid Rafiei'],['990960'],
11531,2019-11-20 12:52:41,pick item,0.188,1149.0,['884263'],['iPhone 11 Pro'],['Marco Pegoraro'],['991056'],
11532,2019-11-20 13:03:33,pick item,0.483,495.0,['884266'],['iPad'],['Mahnaz Qafari'],['991057'],
11533,2019-11-20 13:05:12,package delivered,3.196,2106.97,"['884259', '884222', '884225', '884262', '884220', '884258']","['iPhone 11', 'iPhone 8', 'iPad mini', 'Echo Show 8', 'Echo']",['Marco Pegoraro'],"['991056', '991045']",['660672']
11534,2019-11-20 13:32:35,item out of stock,0.98,129.99,['884300'],['Echo Show 8'],['Tobias Brockhoff'],['991065'],
11535,2019-11-20 13:47:35,reorder item,0.21,529.0,['884274'],['iPhone 8'],['Lisa Mannel'],['991058'],
11536,2019-11-20 13:53:04,pick item,1.37,2500.0,['884317'],['MacBook Pro'],['Lisa Mannel'],['991069'],
11537,2019-11-20 13:58:14,place order,1.15,2717.99,"['884326', '884325', '884323', '884324', '884327']","['iPhone X', 'iPad Air', 'iPhone 11', 'Fire Stick']",['Christina Rensinghof'],['991070'],
11538,2019-11-20 14:12:07,confirm order,5.448,3218.96,"['884310', '884315', '884311', '884316', '884312', '884314', '884313']","['Echo Dot', 'Echo Studio', 'Kindle Paperwhite', 'Echo Show 8', 'iPad', 'MacBook Air']",['Luis Santos'],['991068'],
11539,2019-11-20 14:19:11,confirm order,4.615,3157.97,"['884298', '884301', '884300', '884297', '884299', '884296', '884302']","['iPhone X', 'iPad Air', 'Echo Studio', 'Echo', 'iPad mini', 'iPad Pro', 'Echo Show 8']",['Tobias Brockhoff'],['991065'],
11540,2019-11-20 14:24:24,send package,3.55,4196.98,"['884187', '884154', '884267', '884188', '884264', '884268']","['iPhone 8', 'iPad mini', 'Echo Plus', 'Fire Stick', 'MacBook Pro']",['Mahnaz Qafari'],"['991030', '991038', '991057']",['660677']
11541,2019-11-20 14:35:13,package delivered,3.55,4196.98,"['884187', '884154', '884267', '884188', '884264', '884268']","['iPhone 8', 'iPad mini', 'Echo Plus', 'Fire Stick', 'MacBook Pro']",['Mahnaz Qafari'],"['991030', '991038', '991057']",['660677']
11542,2019-11-20 14:36:54,pick item,1.37,2500.0,['883939'],['MacBook Pro'],['Claudia Graf'],['990981'],
11543,2019-11-20 14:49:24,pick item,1.28,149.99,['884265'],['Echo Plus'],['Mahnaz Qafari'],['991057'],
11544,2019-11-20 14:49:24,create package,1.818,2123.97,"['883973', '884141', '884310', '884156', '884118', '884200']","['iPad Air', 'iPhone X', 'Fire Stick 4K', 'iPhone 11', 'Echo Dot']",['Luis Santos'],"['990988', '991068', '991031', '991027', '991022', '991039']",['660678']
11545,2019-11-20 14:57:08,pick item,0.483,1099.0,['884238'],['iPad Pro'],['Mahsa Bafrani'],['991050'],
11546,2019-11-20 15:03:32,pick item,0.28,449.0,['884290'],['iPad mini'],['Lisa Mannel'],['991063'],
11547,2019-11-20 15:13:50,pick item,0.28,89.99,['884070'],['Fire Stick 4K'],['Mahsa Bafrani'],['991011'],
11548,2019-11-20 15:14:57,package delivered,5.199,3046.95,"['884215', '883990', '884217', '884216', '884162', '883725', '884158', '884159', '884161', '883989']","['iPhone X', 'iPad', 'Echo Show 5', 'Echo Show 8', 'Fire Stick 4K', 'iPhone 11', 'Echo Dot', 'Kindle Paperwhite']",['Christine Dobbert'],"['990992', '990928', '991032', '991043']",['660668']
11549,2019-11-20 15:15:28,package delivered,1.832,878.98,"['884226', '884235', '884229']","['iPhone X', 'Echo Dot', 'Echo Plus']",['Anahita Farhang Ghahfarokhi'],"['991049', '991046']",['660673']
11550,2019-11-20 15:15:45,reorder item,0.98,129.99,['884300'],['Echo Show 8'],['Tobias Brockhoff'],['991065'],
11551,2019-11-20 15:28:08,pick item,0.28,89.99,['884102'],['Fire Stick 4K'],['Wil van der Aalst'],['991018'],
11552,2019-11-20 15:30:18,item out of stock,0.188,1149.0,['884309'],['iPhone 11 Pro'],['Marco Pegoraro'],['991067'],
11553,2019-11-20 15:32:34,item out of stock,0.483,495.0,['884313'],['iPad'],['Luis Santos'],['991068'],
11554,2019-11-20 15:34:34,send package,1.743,658.98,"['884241', '884242', '884243']","['Kindle', 'iPad mini', 'Echo Show 8']",['Mohammadreza Fani Sani'],['991051'],['660674']
11555,2019-11-20 16:02:33,confirm order,1.15,2717.99,"['884326', '884325', '884323', '884324', '884327']","['iPhone X', 'iPad Air', 'iPhone 11', 'Fire Stick']",['Christina Rensinghof'],['991070'],
11556,2019-11-20 16:06:17,pick item,0.28,449.0,['884299'],['iPad mini'],['Tobias Brockhoff'],['991065'],
11557,2019-11-20 16:06:52,pick item,0.495,129.0,['884315'],['Kindle Paperwhite'],['Luis Santos'],['991068'],
11558,2019-11-20 16:06:52,create package,3.948,5091.99,"['884026', '884111', '884252', '884202', '884251', '884304']","['iPhone X', 'iPad', 'Echo Plus', 'MacBook Air', 'iPad mini', 'iPad Pro']",['Kefang Ding'],"['991066', '991054', '991040', '991020', '991003']",['660679']
11559,2019-11-20 16:08:26,pick item,0.44,476.0,['884240'],['iPad Air'],['Mahsa Bafrani'],['991050'],
11560,2019-11-20 16:16:15,place order,1.3259999999999998,2427.99,"['884331', '884329', '884330', '884328']","['iPhone 11 Pro', 'iPhone X', 'Kindle', 'iPad']",['Christine Dobbert'],['991071'],
11561,2019-11-20 16:19:20,pick item,0.78,99.99,['884236'],['Echo'],['Anahita Farhang Ghahfarokhi'],['991049'],
11562,2019-11-20 16:32:34,item out of stock,1.48,199.99,['884312'],['Echo Studio'],['Luis Santos'],['991068'],
11563,2019-11-20 16:33:03,pick item,0.188,1149.0,['884328'],['iPhone 11 Pro'],['Christine Dobbert'],['991071'],
11564,2019-11-20 16:36:55,pick item,0.38,29.99,['884006'],['Echo Dot'],['Gyunam Park'],['990996'],
11565,2019-11-20 16:40:24,send package,2.306,1008.97,"['884246', '884245', '884247', '884099']","['iPhone 11', 'Echo Show 5', 'Echo Dot']",['Wil van der Aalst'],"['991017', '991052']",['660670']
11566,2019-11-20 16:44:14,pick item,0.98,129.99,['884307'],['Echo Show 8'],['Marco Pegoraro'],['991067'],
11567,2019-11-20 16:49:35,pick item,0.28,449.0,['884223'],['iPad mini'],['Marco Pegoraro'],['991045'],
11568,2019-11-20 16:49:35,create package,2.9530000000000003,5804.99,"['884248', '884163', '884165', '884249', '883491', '884166', '883798']","['iPhone X', 'iPhone 11 Pro', 'MacBook Air', 'Kindle Paperwhite', 'Echo Dot', 'iPad mini']",['Christina Rensinghof'],"['990869', '991053', '990945', '991033']",['660680']
11569,2019-11-20 16:49:41,package delivered,2.9360000000000004,3699.99,"['884214', '884213', '884210', '884130', '884211']","['iPad Air', 'iPad mini', 'Kindle', 'iPad', 'MacBook Air']",['Junxiong Gao'],"['991025', '991042']",['660671']
11570,2019-11-20 17:09:06,pick item,0.172,699.0,['884285'],['iPhone X'],['Lisa Mannel'],['991062'],
11571,2019-11-20 17:15:44,pick item,0.28,89.99,['884288'],['Fire Stick 4K'],['Lisa Mannel'],['991062'],
11572,2019-11-20 17:16:09,send package,1.818,2123.97,"['883973', '884141', '884310', '884156', '884118', '884200']","['iPad Air', 'iPhone X', 'Fire Stick 4K', 'iPhone 11', 'Echo Dot']",['Luis Santos'],"['990988', '991068', '991031', '991027', '991022', '991039']",['660678']
11573,2019-11-20 17:38:07,confirm order,2.35,743.97,"['884244', '884246', '884245', '884247']","['Echo Show 5', 'Echo Dot', 'iPhone 8']",['Wil van der Aalst'],['991052'],
11574,2019-11-20 17:46:37,item out of stock,0.166,799.0,['884326'],['iPhone 11'],['Christina Rensinghof'],['991070'],
11575,2019-11-20 17:52:17,place order,1.946,1313.98,"['884334', '884333', '884332']","['iPad Pro', 'Kindle', 'Echo Show 8']",['Anahita Farhang Ghahfarokhi'],['991072'],
11576,2019-11-20 17:54:36,failed delivery,1.743,658.98,"['884241', '884242', '884243']","['Kindle', 'iPad mini', 'Echo Show 8']",['Mohammadreza Fani Sani'],['991051'],['660674']
11577,2019-11-20 18:17:39,pick item,0.172,699.0,['884329'],['iPhone X'],['Christine Dobbert'],['991071'],
11578,2019-11-20 18:19:10,pick item,0.98,129.99,['884300'],['Echo Show 8'],['Tobias Brockhoff'],['991065'],
11579,2019-11-20 18:42:08,pick item,0.495,129.0,['883984'],['Kindle Paperwhite'],['Majid Rafiei'],['990991'],
11580,2019-11-20 18:45:43,send package,0.99,628.99,"['883997', '884113']","['iPhone 8', 'Echo']",['Claudia Graf'],"['990993', '991021']",['660675']
11581,2019-11-20 20:05:44,pick item,0.483,495.0,['884330'],['iPad'],['Christine Dobbert'],['991071'],
11582,2019-11-20 20:16:26,place order,0.892,1269.99,"['884335', '884336', '884337']","['iPhone X', 'iPad Air', 'Fire Stick 4K']",['Mahsa Bafrani'],['991073'],
11583,2019-11-20 20:33:20,send package,3.185,2957.98,"['884124', '884278', '884137', '884127', '883955']","['Echo Show 5', 'Kindle Paperwhite', 'iPad mini', 'Fire Stick 4K', 'MacBook Air']",['Gyunam Park'],"['991024', '990985', '991059', '991026']",['660676']
11584,2019-11-20 20:49:31,reorder item,0.166,799.0,['884326'],['iPhone 11'],['Christina Rensinghof'],['991070'],
11585,2019-11-20 21:27:09,pick item,0.172,699.0,['884322'],['iPhone X'],['Lisa Mannel'],['991069'],
11586,2019-11-20 21:27:09,create package,9.157,12037.94,"['884286', '884233', '884270', '884290', '884285', '884256', '884253', '884291', '884288', '884317', '884322', '884231', '884255', '884273', '884276', '884232', '884269', '884271']","['iPad Air', 'iPhone X', 'MacBook Pro', 'iPhone 8', 'Kindle', 'Echo Show 8', 'Fire Stick 4K', 'MacBook Air', 'Kindle Paperwhite', 'iPad mini']",['Lisa Mannel'],"['991062', '991063', '991069', '991055', '991048', '991058']",['660681']
11587,2019-11-20 21:40:45,package delivered,0.99,628.99,"['883997', '884113']","['iPhone 8', 'Echo']",['Claudia Graf'],"['990993', '991021']",['660675']
11588,2019-11-20 23:12:27,place order,3.269,5999.0,"['884338', '884339', '884341', '884340']","['iPhone 11', 'MacBook Air', 'MacBook Pro', 'iPad']",['Lisa Mannel'],['991074'],
11589,2019-11-21 00:00:00,create package,0.2,39.99,['884230'],['Fire Stick'],['Seran Uysal'],['991047'],['660682']
11590,2019-11-21 08:39:09,package delivered,3.185,2957.98,"['884124', '884278', '884137', '884127', '883955']","['Echo Show 5', 'Kindle Paperwhite', 'iPad mini', 'Fire Stick 4K', 'MacBook Air']",['Gyunam Park'],"['991024', '990985', '991059', '991026']",['660676']
11591,2019-11-21 08:44:46,reorder item,0.483,1099.0,['884296'],['iPad Pro'],['Tobias Brockhoff'],['991065'],
11592,2019-11-21 08:53:06,pay order,2.906,1223.97,"['884100', '884103', '884101', '884102']","['iPhone 11', 'Echo Studio', 'Echo Show 8', 'Fire Stick 4K']",['Wil van der Aalst'],['991018'],
11593,2019-11-21 09:06:31,place order,0.36,1853.0,"['884342', '884343']","['iPhone X', 'iPhone 11 Pro']",['Seran Uysal'],['991075'],
11594,2019-11-21 09:10:05,pick item,0.28,89.99,['884257'],['Fire Stick 4K'],['Lisa Mannel'],['991055'],
11595,2019-11-21 09:34:37,reorder item,0.44,476.0,['884176'],['iPad Air'],['Lisa Mannel'],['991035'],
11596,2019-11-21 09:44:12,pay order,3.185,3548.99,"['884227', '884228', '884226', '884229']","['iPhone X', 'Echo Plus', 'MacBook Air', 'iPad']",['Anahita Farhang Ghahfarokhi'],['991046'],
11597,2019-11-21 09:46:26,pick item,1.25,2200.0,['884284'],['MacBook Air'],['Marco Pegoraro'],['991061'],
11598,2019-11-21 09:57:22,pick item,0.172,699.0,['884342'],['iPhone X'],['Seran Uysal'],['991075'],
11599,2019-11-21 10:12:25,reorder item,0.483,1099.0,['884234'],['iPad Pro'],['Anahita Farhang Ghahfarokhi'],['991049'],
11600,2019-11-21 10:24:46,pick item,0.28,449.0,['884036'],['iPad mini'],['Mahnaz Qafari'],['991005'],
11601,2019-11-21 10:29:06,pick item,0.166,799.0,['884280'],['iPhone 11'],['Tobias Brockhoff'],['991060'],
11602,2019-11-21 10:29:44,pick item,0.98,129.99,['884311'],['Echo Show 8'],['Luis Santos'],['991068'],
11603,2019-11-21 10:32:50,place order,3.133,3753.99,"['884344', '884345', '884346']","['iPad Pro', 'Echo Plus', 'MacBook Pro']",['Mohammadreza Fani Sani'],['991076'],
11604,2019-11-21 10:53:12,item out of stock,1.25,2200.0,['884306'],['MacBook Air'],['Kefang Ding'],['991066'],
11605,2019-11-21 10:54:11,pick item,0.483,495.0,['884339'],['iPad'],['Lisa Mannel'],['991074'],
11606,2019-11-21 10:56:44,pick item,0.88,89.99,['884305'],['Echo Show 5'],['Kefang Ding'],['991066'],
11607,2019-11-21 10:56:58,reorder item,0.483,495.0,['884227'],['iPad'],['Anahita Farhang Ghahfarokhi'],['991046'],
11608,2019-11-21 10:57:06,confirm order,3.169,4706.99,"['884319', '884321', '884322', '884318', '884320', '884317']","['iPhone 11', 'Kindle Paperwhite', 'iPad', 'iPhone X', 'MacBook Pro', 'Kindle']",['Lisa Mannel'],['991069'],
11609,2019-11-21 10:59:33,pick item,0.28,89.99,['884337'],['Fire Stick 4K'],['Mahsa Bafrani'],['991073'],
11610,2019-11-21 10:59:42,pay order,2.718,3032.98,"['884257', '884256', '884254', '884253', '884255']","['Kindle Paperwhite', 'iPhone 8', 'MacBook Air', 'Kindle', 'Fire Stick 4K']",['Lisa Mannel'],['991055'],
11611,2019-11-21 11:00:29,item out of stock,0.44,476.0,['884336'],['iPad Air'],['Mahsa Bafrani'],['991073'],
11612,2019-11-21 11:15:28,reorder item,0.483,495.0,['884313'],['iPad'],['Luis Santos'],['991068'],
11613,2019-11-21 11:36:36,pick item,1.37,2500.0,['884341'],['MacBook Pro'],['Lisa Mannel'],['991074'],
11614,2019-11-21 11:53:28,failed delivery,3.909,6094.98,"['884207', '884206', '884109', '884208', '884104', '884209']","['iPhone 11', 'iPad Air', 'MacBook Pro', 'Fire Stick', 'Kindle', 'MacBook Air']",['Seran Uysal'],"['991041', '991019']",['660669']
11615,2019-11-21 12:12:02,pick item,0.166,799.0,['884145'],['iPhone 11'],['Luis Santos'],['991028'],
11616,2019-11-21 12:25:27,place order,3.1830000000000003,1859.98,"['884348', '884347', '884349', '884350']","['iPad Air', 'iPad Pro', 'Echo Plus', 'Echo Show 8']",['Claudia Graf'],['991077'],
11617,2019-11-21 12:26:53,pick item,0.98,129.99,['884059'],['Echo Show 8'],['Gyunam Park'],['991010'],
11618,2019-11-21 12:34:59,pick item,0.166,799.0,['884185'],['iPhone 11'],['Lisa Mannel'],['991037'],
11619,2019-11-21 12:35:15,pick item,0.483,79.99,['884332'],['Kindle'],['Anahita Farhang Ghahfarokhi'],['991072'],
11620,2019-11-21 12:47:31,pick item,0.98,129.99,['884333'],['Echo Show 8'],['Anahita Farhang Ghahfarokhi'],['991072'],
11621,2019-11-21 12:50:06,confirm order,1.3259999999999998,2427.99,"['884331', '884329', '884330', '884328']","['iPhone 11 Pro', 'iPhone X', 'Kindle', 'iPad']",['Christine Dobbert'],['991071'],
11622,2019-11-21 12:54:05,confirm order,0.655,1199.0,"['884252', '884251']","['iPhone X', 'iPad']",['Kefang Ding'],['991054'],
11623,2019-11-21 12:55:31,pay order,1.15,2717.99,"['884326', '884325', '884323', '884324', '884327']","['iPhone X', 'iPad Air', 'iPhone 11', 'Fire Stick']",['Christina Rensinghof'],['991070'],
11624,2019-11-21 13:20:40,pick item,0.28,449.0,['883709'],['iPad mini'],['Wil van der Aalst'],['990923'],
11625,2019-11-21 13:22:21,pick item,0.166,799.0,['884153'],['iPhone 11'],['Mahnaz Qafari'],['991030'],
11626,2019-11-21 13:44:31,pay order,2.608,2887.98,"['884259', '884262', '884263', '884258', '884260', '884261']","['iPhone 11 Pro', 'iPad Air', 'iPhone 8', 'Echo']",['Marco Pegoraro'],['991056'],
11627,2019-11-21 13:52:00,pay order,2.35,743.97,"['884244', '884246', '884245', '884247']","['Echo Show 5', 'Echo Dot', 'iPhone 8']",['Wil van der Aalst'],['991052'],
11628,2019-11-21 13:58:38,item out of stock,0.483,495.0,['884237'],['iPad'],['Mahsa Bafrani'],['991050'],
11629,2019-11-21 14:10:41,place order,2.307,2701.99,"['884351', '884352', '884354', '884353']","['iPhone X', 'Echo Studio', 'iPad Pro']",['Mahnaz Qafari'],['991078'],
11630,2019-11-21 14:18:57,package delivered,2.306,1008.97,"['884246', '884245', '884247', '884099']","['iPhone 11', 'Echo Show 5', 'Echo Dot']",['Wil van der Aalst'],"['991017', '991052']",['660670']
11631,2019-11-21 14:20:31,pick item,0.172,699.0,['884325'],['iPhone X'],['Christina Rensinghof'],['991070'],
11632,2019-11-21 14:27:08,send package,2.9530000000000003,5804.99,"['884248', '884163', '884165', '884249', '883491', '884166', '883798']","['iPhone X', 'iPhone 11 Pro', 'MacBook Air', 'Kindle Paperwhite', 'Echo Dot', 'iPad mini']",['Christina Rensinghof'],"['990869', '991053', '990945', '991033']",['660680']
11633,2019-11-21 14:43:14,pay order,1.378,1812.99,"['884307', '884308', '884309']","['iPhone 11 Pro', 'iPhone 8', 'Echo Show 8']",['Marco Pegoraro'],['991067'],
11634,2019-11-21 14:45:44,pick item,0.483,495.0,['884287'],['iPad'],['Lisa Mannel'],['991062'],
11635,2019-11-21 14:45:44,create package,2.963,1954.97,"['884238', '884147', '884070', '884240', '884337']","['iPad Air', 'Echo Studio', 'iPad Pro', 'Fire Stick 4K']",['Mahsa Bafrani'],"['991073', '991050', '991029', '991011']",['660683']
11636,2019-11-21 14:46:48,pick item,0.483,1099.0,['884354'],['iPad Pro'],['Mahnaz Qafari'],['991078'],
11637,2019-11-21 14:53:19,reorder item,0.38,29.99,['884224'],['Echo Dot'],['Marco Pegoraro'],['991045'],
11638,2019-11-21 14:59:31,pick item,0.172,699.0,['884323'],['iPhone X'],['Christina Rensinghof'],['991070'],
11639,2019-11-21 15:00:25,pay order,1.338,2158.98,"['883811', '883809', '883810', '883812', '883813']","['iPhone 11', 'iPad Air', 'iPhone X', 'Fire Stick 4K']",['Claudia Graf'],['990949'],
11640,2019-11-21 15:25:21,pick item,0.483,79.99,['884318'],['Kindle'],['Lisa Mannel'],['991069'],
11641,2019-11-21 15:25:46,pick item,0.172,699.0,['884353'],['iPhone X'],['Mahnaz Qafari'],['991078'],
11642,2019-11-21 15:25:51,package delivered,1.818,2123.97,"['883973', '884141', '884310', '884156', '884118', '884200']","['iPad Air', 'iPhone X', 'Fire Stick 4K', 'iPhone 11', 'Echo Dot']",['Luis Santos'],"['990988', '991068', '991031', '991027', '991022', '991039']",['660678']
11643,2019-11-21 15:37:04,pick item,0.21,529.0,['884274'],['iPhone 8'],['Lisa Mannel'],['991058'],
11644,2019-11-21 15:37:04,create package,0.77,1067.99,"['884244', '883709', '884102']","['iPhone 8', 'iPad mini', 'Fire Stick 4K']",['Wil van der Aalst'],"['991018', '990923', '991052']",['660684']
11645,2019-11-21 15:41:10,place order,3.817,4816.96,"['884357', '884355', '884361', '884363', '884356', '884359', '884362', '884360', '884358']","['iPhone X', 'iPad mini', 'Echo', 'MacBook Air', 'Fire Stick', 'iPad', 'Fire Stick 4K']",['Lisa Mannel'],['991079'],
11646,2019-11-21 15:55:52,pick item,1.25,2200.0,['884358'],['MacBook Air'],['Lisa Mannel'],['991079'],
11647,2019-11-21 16:08:16,package delivered,2.9530000000000003,5804.99,"['884248', '884163', '884165', '884249', '883491', '884166', '883798']","['iPhone X', 'iPhone 11 Pro', 'MacBook Air', 'Kindle Paperwhite', 'Echo Dot', 'iPad mini']",['Christina Rensinghof'],"['990869', '991053', '990945', '991033']",['660680']
11648,2019-11-21 16:14:10,package delivered,1.743,658.98,"['884241', '884242', '884243']","['Kindle', 'iPad mini', 'Echo Show 8']",['Mohammadreza Fani Sani'],['991051'],['660674']
11649,2019-11-21 16:30:36,pay order,1.643,1233.98,"['884236', '884234', '884235']","['Echo Dot', 'iPad Pro', 'Echo']",['Anahita Farhang Ghahfarokhi'],['991049'],
11650,2019-11-21 16:39:30,pick item,0.44,476.0,['884260'],['iPad Air'],['Marco Pegoraro'],['991056'],
11651,2019-11-21 16:39:58,pay order,1.035,1228.99,"['884049', '884050', '884048']","['iPhone X', 'Echo Dot', 'iPad']",['Marco Pegoraro'],['991007'],
11652,2019-11-21 16:43:08,send package,0.2,39.99,['884230'],['Fire Stick'],['Seran Uysal'],['991047'],['660682']
11653,2019-11-21 16:47:34,pick item,1.48,199.99,['884351'],['Echo Studio'],['Mahnaz Qafari'],['991078'],
11654,2019-11-21 16:47:34,create package,3.816,5525.98,"['884280', '884298', '884300', '884279', '884299', '884281', '884302']","['iPhone 11', 'iPhone 11 Pro', 'iPhone X', 'iPad mini', 'Echo', 'MacBook Air', 'Echo Show 8']",['Tobias Brockhoff'],"['991065', '991060']",['660685']
11655,2019-11-21 16:51:44,pay order,1.604,4153.0,"['884280', '884279', '884281']","['iPhone 11', 'iPhone 11 Pro', 'MacBook Air']",['Tobias Brockhoff'],['991060'],
11656,2019-11-21 16:56:26,item out of stock,1.25,2200.0,['884228'],['MacBook Air'],['Anahita Farhang Ghahfarokhi'],['991046'],
11657,2019-11-21 17:10:49,pick item,0.28,449.0,['883691'],['iPad mini'],['Junxiong Gao'],['990918'],
11658,2019-11-21 17:13:51,pay order,2.06,254.98,"['883761', '883762']","['Echo Plus', 'Echo']",['Anahita Farhang Ghahfarokhi'],['990937'],
11659,2019-11-21 17:20:06,pay order,1.7180000000000002,3803.0,"['884290', '884289', '884291']","['iPhone 11 Pro', 'iPad mini', 'MacBook Air']",['Lisa Mannel'],['991063'],
11660,2019-11-21 17:26:28,pay order,3.78,4554.99,"['884282', '884284', '884283']","['Echo Plus', 'MacBook Air']",['Marco Pegoraro'],['991061'],
11661,2019-11-21 17:34:13,send package,2.963,1954.97,"['884238', '884147', '884070', '884240', '884337']","['iPad Air', 'Echo Studio', 'iPad Pro', 'Fire Stick 4K']",['Mahsa Bafrani'],"['991073', '991050', '991029', '991011']",['660683']
11662,2019-11-21 17:35:43,package delivered,3.909,6094.98,"['884207', '884206', '884109', '884208', '884104', '884209']","['iPhone 11', 'iPad Air', 'MacBook Pro', 'Fire Stick', 'Kindle', 'MacBook Air']",['Seran Uysal'],"['991041', '991019']",['660669']
11663,2019-11-21 17:36:47,send package,9.157,12037.94,"['884286', '884233', '884270', '884290', '884285', '884256', '884253', '884291', '884288', '884317', '884322', '884231', '884255', '884273', '884276', '884232', '884269', '884271']","['iPad Air', 'iPhone X', 'MacBook Pro', 'iPhone 8', 'Kindle', 'Echo Show 8', 'Fire Stick 4K', 'MacBook Air', 'Kindle Paperwhite', 'iPad mini']",['Lisa Mannel'],"['991062', '991063', '991069', '991055', '991048', '991058']",['660681']
11664,2019-11-21 17:42:07,place order,2.643,1403.97,"['884365', '884366', '884367', '884364']","['iPad Pro', 'Fire Stick', 'Echo Show 8']",['Marco Pegoraro'],['991080'],
11665,2019-11-21 18:02:45,send package,3.948,5091.99,"['884026', '884111', '884252', '884202', '884251', '884304']","['iPhone X', 'iPad', 'Echo Plus', 'MacBook Air', 'iPad mini', 'iPad Pro']",['Kefang Ding'],"['991066', '991054', '991040', '991020', '991003']",['660679']
11666,2019-11-21 18:05:01,pay order,5.448,3218.96,"['884310', '884315', '884311', '884316', '884312', '884314', '884313']","['Echo Dot', 'Echo Studio', 'Kindle Paperwhite', 'Echo Show 8', 'iPad', 'MacBook Air']",['Luis Santos'],['991068'],
11667,2019-11-21 18:08:19,pay order,1.3259999999999998,2427.99,"['884331', '884329', '884330', '884328']","['iPhone 11 Pro', 'iPhone X', 'Kindle', 'iPad']",['Christine Dobbert'],['991071'],
11668,2019-11-21 18:14:43,reorder item,0.2,39.99,['884192'],['Fire Stick'],['Mahnaz Qafari'],['991038'],
11669,2019-11-21 18:19:10,package delivered,3.948,5091.99,"['884026', '884111', '884252', '884202', '884251', '884304']","['iPhone X', 'iPad', 'Echo Plus', 'MacBook Air', 'iPad mini', 'iPad Pro']",['Kefang Ding'],"['991066', '991054', '991040', '991020', '991003']",['660679']
11670,2019-11-21 19:45:56,place order,2.1630000000000003,324.97,"['884368', '884370', '884369']","['Echo Studio', 'Fire Stick', 'Kindle']",['Seran Uysal'],['991081'],
11671,2019-11-21 20:01:18,pick item,1.25,2200.0,['884338'],['MacBook Air'],['Lisa Mannel'],['991074'],
11672,2019-11-21 21:13:24,confirm order,3.269,5999.0,"['884338', '884339', '884341', '884340']","['iPhone 11', 'MacBook Air', 'MacBook Pro', 'iPad']",['Lisa Mannel'],['991074'],
11673,2019-11-21 21:32:56,pick item,0.483,495.0,['884313'],['iPad'],['Luis Santos'],['991068'],
11674,2019-11-21 22:36:35,confirm order,1.946,1313.98,"['884334', '884333', '884332']","['iPad Pro', 'Kindle', 'Echo Show 8']",['Anahita Farhang Ghahfarokhi'],['991072'],
11675,2019-11-21 22:42:26,reorder item,1.25,2200.0,['884306'],['MacBook Air'],['Kefang Ding'],['991066'],
11676,2019-11-21 23:11:27,place order,5.029,4220.96,"['884373', '884378', '884377', '884374', '884375', '884376', '884372', '884371']","['iPhone 11', 'iPhone 11 Pro', 'Echo Show 5', 'iPhone X', 'Echo Dot', 'Echo Studio', 'iPad Pro', 'Echo Plus']",['Tobias Brockhoff'],['991082'],
11677,2019-11-22 09:01:56,item out of stock,0.98,129.99,['884364'],['Echo Show 8'],['Marco Pegoraro'],['991080'],
11678,2019-11-22 09:04:07,pick item,0.88,89.99,['884275'],['Echo Show 5'],['Lisa Mannel'],['991058'],
11679,2019-11-22 09:05:19,place order,3.759,7581.0,"['884380', '884379', '884384', '884381', '884383', '884382']","['iPhone 11', 'iPhone 8', 'iPad mini', 'iPad Pro', 'MacBook Pro', 'MacBook Air']",['Christine Dobbert'],['991083'],
11680,2019-11-22 09:08:52,pick item,0.483,1099.0,['884234'],['iPad Pro'],['Anahita Farhang Ghahfarokhi'],['991049'],
11681,2019-11-22 09:28:18,pick item,0.44,476.0,['883809'],['iPad Air'],['Claudia Graf'],['990949'],
11682,2019-11-22 09:30:51,confirm order,0.892,1269.99,"['884335', '884336', '884337']","['iPhone X', 'iPad Air', 'Fire Stick 4K']",['Mahsa Bafrani'],['991073'],
